Interaction_ID,Agent_Name,Competence_Score
13,flight_info_agent_competence,0.481160
13,integration_agent_competence,0.528082
14,safety_agent_competence,0.541520
14,economic_agent_competence,0.515627
14,weather_agent_competence,0.533224
14,flight_info_agent_competence,0.529166
14,integration_agent_competence,0.499824
15,safety_agent_competence,0.522629
15,economic_agent_competence,0.557086
15,weather_agent_competence,0.518898
15,flight_info_agent_competence,0.566521
15,integration_agent_competence,0.461223
16,safety_agent_competence,0.532841
16,economic_agent_competence,0.522015
16,weather_agent_competence,0.516210
16,flight_info_agent_competence,0.523594
16,integration_agent_competence,0.474757
17,safety_agent_competence,0.513009
17,economic_agent_competence,0.529964
17,weather_agent_competence,0.544119
17,flight_info_agent_competence,0.506546
17,integration_agent_competence,0.499226
18,safety_agent_competence,0.508364
18,economic_agent_competence,0.545115
18,weather_agent_competence,0.528133
18,flight_info_agent_competence,0.507449
18,integration_agent_competence,0.526546
19,safety_agent_competence,0.521334
19,economic_agent_competence,0.547635
19,weather_agent_competence,0.513917
19,flight_info_agent_competence,0.514754
19,integration_agent_competence,0.509322
20,safety_agent_competence,0.491112
20,economic_agent_competence,0.532006
20,weather_agent_competence,0.529606
20,flight_info_agent_competence,0.525974
20,integration_agent_competence,0.513353
21,safety_agent_competence,0.493062
21,economic_agent_competence,0.515266
21,weather_agent_competence,0.521788
21,flight_info_agent_competence,0.502983
21,integration_agent_competence,0.515698
22,safety_agent_competence,0.530435
22,economic_agent_competence,0.574111
22,weather_agent_competence,0.530781
22,flight_info_agent_competence,0.536004
22,integration_agent_competence,0.518312
23,safety_agent_competence,0.484960
23,economic_agent_competence,0.527464
23,weather_agent_competence,0.530295
23,flight_info_agent_competence,0.603394
23,integration_agent_competence,0.516828
24,safety_agent_competence,0.530345
24,economic_agent_competence,0.528424
24,weather_agent_competence,0.513086
24,flight_info_agent_competence,0.564996
24,integration_agent_competence,0.536586
25,safety_agent_competence,0.541110
25,economic_agent_competence,0.507717
25,weather_agent_competence,0.552879
25,flight_info_agent_competence,0.489865
25,integration_agent_competence,0.534154
26,safety_agent_competence,0.570072
26,economic_agent_competence,0.506844
26,weather_agent_competence,0.524559
26,flight_info_agent_competence,0.536114
26,integration_agent_competence,0.513216
27,safety_agent_competence,0.496219
27,economic_agent_competence,0.534473
27,weather_agent_competence,0.518331
27,flight_info_agent_competence,0.548530
27,integration_agent_competence,0.505762
28,safety_agent_competence,0.559198
28,economic_agent_competence,0.514325
28,weather_agent_competence,0.530642
28,flight_info_agent_competence,0.559921
28,integration_agent_competence,0.500397
29,safety_agent_competence,0.533712
29,economic_agent_competence,0.567726
29,weather_agent_competence,0.512565
29,flight_info_agent_competence,0.542242
29,integration_agent_competence,0.531073
30,safety_agent_competence,0.545761
30,economic_agent_competence,0.505262
30,weather_agent_competence,0.518070
30,flight_info_agent_competence,0.553543
30,integration_agent_competence,0.532675
31,safety_agent_competence,0.536092
31,economic_agent_competence,0.545980
31,weather_agent_competence,0.528872
31,flight_info_agent_competence,0.546030
31,integration_agent_competence,0.533453
32,safety_agent_competence,0.517751
32,economic_agent_competence,0.585091
32,weather_agent_competence,0.547371
32,flight_info_agent_competence,0.504495
32,integration_agent_competence,0.541578
33,safety_agent_competence,0.513496
33,economic_agent_competence,0.559248
33,weather_agent_competence,0.558829
33,flight_info_agent_competence,0.516780
33,integration_agent_competence,0.548567
34,safety_agent_competence,0.542195
34,economic_agent_competence,0.561242
34,weather_agent_competence,0.571085
34,flight_info_agent_competence,0.535199
34,integration_agent_competence,0.515076
35,safety_agent_competence,0.517096
35,economic_agent_competence,0.521410
35,weather_agent_competence,0.542655
35,flight_info_agent_competence,0.553952
35,integration_agent_competence,0.536533
36,safety_agent_competence,0.552374
36,economic_agent_competence,0.543241
36,weather_agent_competence,0.566789
36,flight_info_agent_competence,0.536928
36,integration_agent_competence,0.586249
37,safety_agent_competence,0.549285
37,economic_agent_competence,0.522593
37,weather_agent_competence,0.530093
37,flight_info_agent_competence,0.560487
37,integration_agent_competence,0.528221
38,safety_agent_competence,0.551990
38,economic_agent_competence,0.556955
38,weather_agent_competence,0.546231
38,flight_info_agent_competence,0.521750
38,integration_agent_competence,0.503235
39,safety_agent_competence,0.529715
39,economic_agent_competence,0.567631
39,weather_agent_competence,0.551697
39,flight_info_agent_competence,0.510917
39,integration_agent_competence,0.537836
40,safety_agent_competence,0.547284
40,economic_agent_competence,0.525218
40,weather_agent_competence,0.551950
40,flight_info_agent_competence,0.551165
40,integration_agent_competence,0.512351
41,safety_agent_competence,0.547663
41,economic_agent_competence,0.562422
41,weather_agent_competence,0.567044
41,flight_info_agent_competence,0.582158
41,integration_agent_competence,0.508493
42,safety_agent_competence,0.522678
42,economic_agent_competence,0.562363
42,weather_agent_competence,0.559655
42,flight_info_agent_competence,0.567115
42,integration_agent_competence,0.613935
43,safety_agent_competence,0.553777
43,economic_agent_competence,0.578956
43,weather_agent_competence,0.567404
43,flight_info_agent_competence,0.572321
43,integration_agent_competence,0.531406
44,safety_agent_competence,0.558460
44,economic_agent_competence,0.532322
44,weather_agent_competence,0.550684
44,flight_info_agent_competence,0.539328
44,integration_agent_competence,0.540179
45,safety_agent_competence,0.590493
45,economic_agent_competence,0.506032
45,weather_agent_competence,0.565669
45,flight_info_agent_competence,0.506613
45,integration_agent_competence,0.529930
46,safety_agent_competence,0.566894
46,economic_agent_competence,0.555388
46,weather_agent_competence,0.540343
46,flight_info_agent_competence,0.534635
46,integration_agent_competence,0.553786
47,safety_agent_competence,0.531421
47,economic_agent_competence,0.560255
47,weather_agent_competence,0.558323
47,flight_info_agent_competence,0.537641
47,integration_agent_competence,0.583897
48,safety_agent_competence,0.559618
48,economic_agent_competence,0.505273
48,weather_agent_competence,0.561562
48,flight_info_agent_competence,0.538426
48,integration_agent_competence,0.558888
49,safety_agent_competence,0.531997
49,economic_agent_competence,0.554088
49,weather_agent_competence,0.567463
49,flight_info_agent_competence,0.585337
49,integration_agent_competence,0.518653
50,safety_agent_competence,0.542062
50,economic_agent_competence,0.546133
50,weather_agent_competence,0.551206
50,flight_info_agent_competence,0.613409
50,integration_agent_competence,0.551576
51,safety_agent_competence,0.524437
51,economic_agent_competence,0.581999
51,weather_agent_competence,0.593953
51,flight_info_agent_competence,0.592495
51,integration_agent_competence,0.513904
52,safety_agent_competence,0.540870
52,economic_agent_competence,0.591767
52,weather_agent_competence,0.552616
52,flight_info_agent_competence,0.575906
52,integration_agent_competence,0.560597
53,safety_agent_competence,0.532913
53,economic_agent_competence,0.559643
53,weather_agent_competence,0.515719
53,flight_info_agent_competence,0.532926
53,integration_agent_competence,0.540865
54,safety_agent_competence,0.527390
54,economic_agent_competence,0.602975
54,weather_agent_competence,0.543989
54,flight_info_agent_competence,0.551517
54,integration_agent_competence,0.549340
55,safety_agent_competence,0.582063
55,economic_agent_competence,0.527297
55,weather_agent_competence,0.583988
55,flight_info_agent_competence,0.566082
55,integration_agent_competence,0.527902
56,safety_agent_competence,0.563368
56,economic_agent_competence,0.569196
56,weather_agent_competence,0.558632
56,flight_info_agent_competence,0.568921
56,integration_agent_competence,0.540631
57,safety_agent_competence,0.557283
57,economic_agent_competence,0.581794
57,weather_agent_competence,0.592517
57,flight_info_agent_competence,0.530739
57,integration_agent_competence,0.591801
58,safety_agent_competence,0.516854
58,economic_agent_competence,0.562463
58,weather_agent_competence,0.578639
58,flight_info_agent_competence,0.577345
58,integration_agent_competence,0.537488
59,safety_agent_competence,0.552615
59,economic_agent_competence,0.554945
59,weather_agent_competence,0.562058
59,flight_info_agent_competence,0.595441
59,integration_agent_competence,0.557881
60,safety_agent_competence,0.543797
60,economic_agent_competence,0.590769
60,weather_agent_competence,0.576587
60,flight_info_agent_competence,0.595372
60,integration_agent_competence,0.564131
61,safety_agent_competence,0.541951
61,economic_agent_competence,0.555279
61,weather_agent_competence,0.584264
61,flight_info_agent_competence,0.590326
61,integration_agent_competence,0.551915
62,safety_agent_competence,0.561751
62,economic_agent_competence,0.602226
62,weather_agent_competence,0.565253
62,flight_info_agent_competence,0.589451
62,integration_agent_competence,0.549083
63,safety_agent_competence,0.555921
63,economic_agent_competence,0.598751
63,weather_agent_competence,0.587577
63,flight_info_agent_competence,0.598462
63,integration_agent_competence,0.580027
64,safety_agent_competence,0.561563
64,economic_agent_competence,0.589323
64,weather_agent_competence,0.571606
64,flight_info_agent_competence,0.584797
64,integration_agent_competence,0.552104
65,safety_agent_competence,0.563948
65,economic_agent_competence,0.588142
65,weather_agent_competence,0.565048
65,flight_info_agent_competence,0.638853
65,integration_agent_competence,0.535374
66,safety_agent_competence,0.538587
66,economic_agent_competence,0.603201
66,weather_agent_competence,0.590254
66,flight_info_agent_competence,0.595810
66,integration_agent_competence,0.568846
67,safety_agent_competence,0.563486
67,economic_agent_competence,0.552798
67,weather_agent_competence,0.580570
67,flight_info_agent_competence,0.557773
67,integration_agent_competence,0.576565
68,safety_agent_competence,0.561647
68,economic_agent_competence,0.555569
68,weather_agent_competence,0.575662
68,flight_info_agent_competence,0.591472
68,integration_agent_competence,0.546570
69,safety_agent_competence,0.548999
69,economic_agent_competence,0.583272
69,weather_agent_competence,0.585204
69,flight_info_agent_competence,0.564868
69,integration_agent_competence,0.549203
70,safety_agent_competence,0.570937
70,economic_agent_competence,0.541947
70,weather_agent_competence,0.561460
70,flight_info_agent_competence,0.559510
70,integration_agent_competence,0.555132
71,safety_agent_competence,0.573364
71,economic_agent_competence,0.615999
71,weather_agent_competence,0.596476
71,flight_info_agent_competence,0.577248
71,integration_agent_competence,0.559796
72,safety_agent_competence,0.547942
72,economic_agent_competence,0.579613
72,weather_agent_competence,0.580317
72,flight_info_agent_competence,0.592706
72,integration_agent_competence,0.544405
73,safety_agent_competence,0.579224
73,economic_agent_competence,0.619353
73,weather_agent_competence,0.584048
73,flight_info_agent_competence,0.596050
73,integration_agent_competence,0.575525
74,safety_agent_competence,0.561655
74,economic_agent_competence,0.587590
74,weather_agent_competence,0.586896
74,flight_info_agent_competence,0.587899
74,integration_agent_competence,0.547031
75,safety_agent_competence,0.571010
75,economic_agent_competence,0.595388
75,weather_agent_competence,0.609499
75,flight_info_agent_competence,0.614713
75,integration_agent_competence,0.606323
76,safety_agent_competence,0.556010
76,economic_agent_competence,0.605693
76,weather_agent_competence,0.591503
76,flight_info_agent_competence,0.652590
76,integration_agent_competence,0.547859
77,safety_agent_competence,0.555397
77,economic_agent_competence,0.569842
77,weather_agent_competence,0.557912
77,flight_info_agent_competence,0.572080
77,integration_agent_competence,0.549606
78,safety_agent_competence,0.576031
78,economic_agent_competence,0.594310
78,weather_agent_competence,0.618927
78,flight_info_agent_competence,0.617318
78,integration_agent_competence,0.554013
79,safety_agent_competence,0.555885
79,economic_agent_competence,0.598999
79,weather_agent_competence,0.571992
79,flight_info_agent_competence,0.644697
79,integration_agent_competence,0.589900
80,safety_agent_competence,0.565297
80,economic_agent_competence,0.544804
80,weather_agent_competence,0.613110
80,flight_info_agent_competence,0.587261
80,integration_agent_competence,0.591826
81,safety_agent_competence,0.543616
81,economic_agent_competence,0.573576
81,weather_agent_competence,0.593884
81,flight_info_agent_competence,0.593046
81,integration_agent_competence,0.558825
82,safety_agent_competence,0.588784
82,economic_agent_competence,0.562793
82,weather_agent_competence,0.592670
82,flight_info_agent_competence,0.596181
82,integration_agent_competence,0.578869
83,safety_agent_competence,0.591379
83,economic_agent_competence,0.562288
83,weather_agent_competence,0.572790
83,flight_info_agent_competence,0.631834
83,integration_agent_competence,0.575979
84,safety_agent_competence,0.562995
84,economic_agent_competence,0.630099
84,weather_agent_competence,0.598530
84,flight_info_agent_competence,0.629810
84,integration_agent_competence,0.571434
85,safety_agent_competence,0.619994
85,economic_agent_competence,0.636117
85,weather_agent_competence,0.594050
85,flight_info_agent_competence,0.624501
85,integration_agent_competence,0.583740
86,safety_agent_competence,0.606964
86,economic_agent_competence,0.569020
86,weather_agent_competence,0.609061
86,flight_info_agent_competence,0.628025
86,integration_agent_competence,0.536405
87,safety_agent_competence,0.556737
87,economic_agent_competence,0.543068
87,weather_agent_competence,0.595712
87,flight_info_agent_competence,0.618714
87,integration_agent_competence,0.602372
88,safety_agent_competence,0.582691
88,economic_agent_competence,0.635666
88,weather_agent_competence,0.580031
88,flight_info_agent_competence,0.546997
88,integration_agent_competence,0.571957
89,safety_agent_competence,0.589696
89,economic_agent_competence,0.595031
89,weather_agent_competence,0.570696
89,flight_info_agent_competence,0.596331
89,integration_agent_competence,0.547720
90,safety_agent_competence,0.596211
90,economic_agent_competence,0.605909
90,weather_agent_competence,0.588582
90,flight_info_agent_competence,0.584491
90,integration_agent_competence,0.553365
91,safety_agent_competence,0.582364
91,economic_agent_competence,0.621513
91,weather_agent_competence,0.588863
91,flight_info_agent_competence,0.615927
91,integration_agent_competence,0.564682
92,safety_agent_competence,0.568558
92,economic_agent_competence,0.595847
92,weather_agent_competence,0.589086
92,flight_info_agent_competence,0.585090
92,integration_agent_competence,0.552065
93,safety_agent_competence,0.624506
93,economic_agent_competence,0.600288
93,weather_agent_competence,0.595081
93,flight_info_agent_competence,0.609009
93,integration_agent_competence,0.574510
94,safety_agent_competence,0.581585
94,economic_agent_competence,0.615641
94,weather_agent_competence,0.617898
94,flight_info_agent_competence,0.587561
94,integration_agent_competence,0.565972
95,safety_agent_competence,0.581294
95,economic_agent_competence,0.543616
95,weather_agent_competence,0.584763
95,flight_info_agent_competence,0.645365
95,integration_agent_competence,0.611119
96,safety_agent_competence,0.582603
96,economic_agent_competence,0.616452
96,weather_agent_competence,0.613112
96,flight_info_agent_competence,0.697604
96,integration_agent_competence,0.601339
97,safety_agent_competence,0.585811
97,economic_agent_competence,0.579020
97,weather_agent_competence,0.585295
97,flight_info_agent_competence,0.612216
97,integration_agent_competence,0.564547
98,safety_agent_competence,0.560708
98,economic_agent_competence,0.587610
98,weather_agent_competence,0.594114
98,flight_info_agent_competence,0.657596
98,integration_agent_competence,0.598032
99,safety_agent_competence,0.589775
99,economic_agent_competence,0.641636
99,weather_agent_competence,0.612440
99,flight_info_agent_competence,0.582010
99,integration_agent_competence,0.611585
100,safety_agent_competence,0.601492
100,economic_agent_competence,0.579566
100,weather_agent_competence,0.609363
100,flight_info_agent_competence,0.582443
100,integration_agent_competence,0.554188
101,safety_agent_competence,0.610014
101,economic_agent_competence,0.654089
101,weather_agent_competence,0.592176
101,flight_info_agent_competence,0.626459
101,integration_agent_competence,0.569550
102,safety_agent_competence,0.582522
102,economic_agent_competence,0.592397
102,weather_agent_competence,0.601127
102,flight_info_agent_competence,0.611881
102,integration_agent_competence,0.566662
103,safety_agent_competence,0.598446
103,economic_agent_competence,0.606800
103,weather_agent_competence,0.611431
103,flight_info_agent_competence,0.584050
103,integration_agent_competence,0.572461
104,safety_agent_competence,0.608914
104,economic_agent_competence,0.621425
104,weather_agent_competence,0.601278
104,flight_info_agent_competence,0.615104
104,integration_agent_competence,0.599739
105,safety_agent_competence,0.561186
105,economic_agent_competence,0.623329
105,weather_agent_competence,0.606925
105,flight_info_agent_competence,0.630085
105,integration_agent_competence,0.570158
106,safety_agent_competence,0.559241
106,economic_agent_competence,0.569896
106,weather_agent_competence,0.618505
106,flight_info_agent_competence,0.621599
106,integration_agent_competence,0.568047
107,safety_agent_competence,0.608874
107,economic_agent_competence,0.569882
107,weather_agent_competence,0.617708
107,flight_info_agent_competence,0.578313
107,integration_agent_competence,0.573806
108,safety_agent_competence,0.597810
108,economic_agent_competence,0.590743
108,weather_agent_competence,0.613844
108,flight_info_agent_competence,0.645664
108,integration_agent_competence,0.576012
109,safety_agent_competence,0.614335
109,economic_agent_competence,0.584840
109,weather_agent_competence,0.628469
109,flight_info_agent_competence,0.659551
109,integration_agent_competence,0.538822
110,safety_agent_competence,0.582439
110,economic_agent_competence,0.628335
110,weather_agent_competence,0.618383
110,flight_info_agent_competence,0.628263
110,integration_agent_competence,0.576879
111,safety_agent_competence,0.600862
111,economic_agent_competence,0.610839
111,weather_agent_competence,0.639849
111,flight_info_agent_competence,0.625582
111,integration_agent_competence,0.596412
112,safety_agent_competence,0.591644
112,economic_agent_competence,0.603360
112,weather_agent_competence,0.616744
112,flight_info_agent_competence,0.630601
112,integration_agent_competence,0.581940
113,safety_agent_competence,0.606427
113,economic_agent_competence,0.668252
113,weather_agent_competence,0.637196
113,flight_info_agent_competence,0.609800
113,integration_agent_competence,0.615083
114,safety_agent_competence,0.593217
114,economic_agent_competence,0.566226
114,weather_agent_competence,0.609902
114,flight_info_agent_competence,0.564267
114,integration_agent_competence,0.584724
115,safety_agent_competence,0.602491
115,economic_agent_competence,0.659900
115,weather_agent_competence,0.630818
115,flight_info_agent_competence,0.614624
115,integration_agent_competence,0.609038
116,safety_agent_competence,0.558643
116,economic_agent_competence,0.624686
116,weather_agent_competence,0.638365
116,flight_info_agent_competence,0.577643
116,integration_agent_competence,0.616018
117,safety_agent_competence,0.610376
117,economic_agent_competence,0.609217
117,weather_agent_competence,0.637179
117,flight_info_agent_competence,0.690920
117,integration_agent_competence,0.597471
118,safety_agent_competence,0.609308
118,economic_agent_competence,0.608915
118,weather_agent_competence,0.615821
118,flight_info_agent_competence,0.648505
118,integration_agent_competence,0.577402
119,safety_agent_competence,0.606511
119,economic_agent_competence,0.609254
119,weather_agent_competence,0.636632
119,flight_info_agent_competence,0.634397
119,integration_agent_competence,0.615962
120,safety_agent_competence,0.595613
120,economic_agent_competence,0.615242
120,weather_agent_competence,0.615641
120,flight_info_agent_competence,0.611847
120,integration_agent_competence,0.603443
121,safety_agent_competence,0.621685
121,economic_agent_competence,0.599726
121,weather_agent_competence,0.644239
121,flight_info_agent_competence,0.666630
121,integration_agent_competence,0.604850
122,safety_agent_competence,0.644810
122,economic_agent_competence,0.604222
122,weather_agent_competence,0.613394
122,flight_info_agent_competence,0.573380
122,integration_agent_competence,0.627185
123,safety_agent_competence,0.621088
123,economic_agent_competence,0.622962
123,weather_agent_competence,0.637130
123,flight_info_agent_competence,0.593755
123,integration_agent_competence,0.646860
124,safety_agent_competence,0.611310
124,economic_agent_competence,0.627867
124,weather_agent_competence,0.644680
124,flight_info_agent_competence,0.642724
124,integration_agent_competence,0.603102
125,safety_agent_competence,0.593639
125,economic_agent_competence,0.637697
125,weather_agent_competence,0.662884
125,flight_info_agent_competence,0.669428
125,integration_agent_competence,0.631166
126,safety_agent_competence,0.599945
126,economic_agent_competence,0.601945
126,weather_agent_competence,0.633624
126,flight_info_agent_competence,0.631504
126,integration_agent_competence,0.621862
127,safety_agent_competence,0.577038
127,economic_agent_competence,0.665695
127,weather_agent_competence,0.633995
127,flight_info_agent_competence,0.617790
127,integration_agent_competence,0.580410
128,safety_agent_competence,0.578507
128,economic_agent_competence,0.648805
128,weather_agent_competence,0.638316
128,flight_info_agent_competence,0.592658
128,integration_agent_competence,0.575423
129,safety_agent_competence,0.605602
129,economic_agent_competence,0.670716
129,weather_agent_competence,0.634171
129,flight_info_agent_competence,0.587020
129,integration_agent_competence,0.597081
130,safety_agent_competence,0.607576
130,economic_agent_competence,0.562331
130,weather_agent_competence,0.638095
130,flight_info_agent_competence,0.625940
130,integration_agent_competence,0.616589
131,safety_agent_competence,0.650719
131,economic_agent_competence,0.658677
131,weather_agent_competence,0.635719
131,flight_info_agent_competence,0.600423
131,integration_agent_competence,0.654800
132,safety_agent_competence,0.615632
132,economic_agent_competence,0.631618
132,weather_agent_competence,0.640230
132,flight_info_agent_competence,0.640308
132,integration_agent_competence,0.601111
133,safety_agent_competence,0.603680
133,economic_agent_competence,0.618351
133,weather_agent_competence,0.640937
133,flight_info_agent_competence,0.618807
133,integration_agent_competence,0.590405
134,safety_agent_competence,0.617985
134,economic_agent_competence,0.626399
134,weather_agent_competence,0.664821
134,flight_info_agent_competence,0.556321
134,integration_agent_competence,0.627155
135,safety_agent_competence,0.641480
135,economic_agent_competence,0.581686
135,weather_agent_competence,0.637952
135,flight_info_agent_competence,0.625443
135,integration_agent_competence,0.577836
136,safety_agent_competence,0.601701
136,economic_agent_competence,0.606501
136,weather_agent_competence,0.670204
136,flight_info_agent_competence,0.665391
136,integration_agent_competence,0.632076
137,safety_agent_competence,0.632388
137,economic_agent_competence,0.606780
137,weather_agent_competence,0.636877
137,flight_info_agent_competence,0.652732
137,integration_agent_competence,0.582860
138,safety_agent_competence,0.632910
138,economic_agent_competence,0.629737
138,weather_agent_competence,0.639944
138,flight_info_agent_competence,0.660107
138,integration_agent_competence,0.616844
139,safety_agent_competence,0.612123
139,economic_agent_competence,0.665464
139,weather_agent_competence,0.630170
139,flight_info_agent_competence,0.657980
139,integration_agent_competence,0.620475
140,safety_agent_competence,0.613843
140,economic_agent_competence,0.645366
140,weather_agent_competence,0.628435
140,flight_info_agent_competence,0.667943
140,integration_agent_competence,0.605567
141,safety_agent_competence,0.610268
141,economic_agent_competence,0.664168
141,weather_agent_competence,0.637450
141,flight_info_agent_competence,0.598686
141,integration_agent_competence,0.578784
142,safety_agent_competence,0.633529
142,economic_agent_competence,0.606659
142,weather_agent_competence,0.675148
142,flight_info_agent_competence,0.579196
142,integration_agent_competence,0.644495
143,safety_agent_competence,0.626314
143,economic_agent_competence,0.636976
143,weather_agent_competence,0.641460
143,flight_info_agent_competence,0.654339
143,integration_agent_competence,0.610461
144,safety_agent_competence,0.644843
144,economic_agent_competence,0.642970
144,weather_agent_competence,0.652693
144,flight_info_agent_competence,0.632164
144,integration_agent_competence,0.610721
145,safety_agent_competence,0.629613
145,economic_agent_competence,0.598078
145,weather_agent_competence,0.631018
145,flight_info_agent_competence,0.666075
145,integration_agent_competence,0.615922
146,safety_agent_competence,0.620456
146,economic_agent_competence,0.642009
146,weather_agent_competence,0.657253
146,flight_info_agent_competence,0.628286
146,integration_agent_competence,0.597581
147,safety_agent_competence,0.628729
147,economic_agent_competence,0.617801
147,weather_agent_competence,0.658960
147,flight_info_agent_competence,0.594100
147,integration_agent_competence,0.634372
148,safety_agent_competence,0.634939
148,economic_agent_competence,0.649370
148,weather_agent_competence,0.668370
148,flight_info_agent_competence,0.695836
148,integration_agent_competence,0.634716
149,safety_agent_competence,0.589342
149,economic_agent_competence,0.611687
149,weather_agent_competence,0.645049
149,flight_info_agent_competence,0.647347
149,integration_agent_competence,0.625420
150,safety_agent_competence,0.612315
150,economic_agent_competence,0.649049
150,weather_agent_competence,0.643878
150,flight_info_agent_competence,0.628908
150,integration_agent_competence,0.587570
